"scientific_name","state","presentation","landings_code","conversion_factor","country","iso3c","iso2c","continent_affiliation","implementation","note","reference","n_CF"
"Auxis thazard","Frozen","gutted and headed","Frozen, gutted and headed",1.6,"Italy","ITA","IT","EU","national CF","1.500-1.700","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Auxis thazard","Frozen","headed","Frozen, headed",1.35,"Italy","ITA","IT","EU","national CF","1.300-1.400","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Balistidae","Frozen","filleted, skinned","Frozen, filleted, skinned",2,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Belone belone","Fresh","gutted and headed","Fresh, gutted and headed",1,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Belone belone","Frozen","gutted and headed","Frozen, gutted and headed",1,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Beryx spp","Fresh","gutted","Fresh, gutted",1.07,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Beryx spp","Fresh","gutted","Fresh, gutted",1.2,"Spain","ESP","ES","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Beryx spp","Fresh","whole","Fresh, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Beryx spp","Frozen","filleted, skinned","Frozen, filleted, skinned",2.3,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Beryx spp","Frozen","gutted and headed","Frozen, gutted and headed",1.4,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Beryx spp","Frozen","gutted and headed","Frozen, gutted and headed",1.4,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Beryx spp","Frozen","gutted, gilled","Frozen, gutted, gilled",1.1,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Beryx spp","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",1.4,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Beryx spp","Frozen","whole","Frozen, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Beryx spp","Frozen","whole","Frozen, whole",1,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Beryx spp","Frozen","whole","Frozen, whole",1,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Blenniidae","Fresh","gutted","Fresh, gutted",1.1,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Boops boops","Fresh","gutted","Fresh, gutted",1.11,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Boops boops","Frozen","gutted and headed","Frozen, gutted and headed",1.6,"Italy","ITA","IT","EU","national CF","1.500-1.700","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Boops boops","Frozen","headed","Frozen, headed",1.35,"Italy","ITA","IT","EU","national CF","1.300-1.400","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Boreogadus saida","Fresh","gutted","Fresh, gutted",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Boreogadus saida","Fresh","gutted and headed","Fresh, gutted and headed",1.4,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Boreogadus saida","Frozen","gutted and headed","Frozen, gutted and headed",1.4,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brama brama","Fresh","gutted","Fresh, gutted",1.06,"South Africa","ZAF","ZA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brama brama","Fresh","gutted and headed","Fresh, gutted and headed",1.5,"South Africa","ZAF","ZA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brama brama","Frozen","gutted","Frozen, gutted",1.06,"South Africa","ZAF","ZA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brama brama","Frozen","gutted and headed","Frozen, gutted and headed",1.5,"South Africa","ZAF","ZA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Branchiostegidae","Fresh","gutted","Fresh, gutted",1.2,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Fresh","filleted","Fresh, filleted",2.3,"France","FRA","FR","EU","national CF","","EU Council Regulations Annex",1
"Brosme brosme","Fresh","filleted","Fresh, filleted",2.55,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Brosme brosme","Fresh","filleted","Fresh, filleted",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Brosme brosme","Fresh","filleted, skinned","Fresh, filleted, skinned",2.3,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Fresh","filleted, skinned","Fresh, filleted, skinned",2.55,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Fresh","filleted, skinned","Fresh, filleted, skinned",2.55,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Brosme brosme","Fresh","filleted, skinned","Fresh, filleted, skinned",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",2
"Brosme brosme","Fresh","filleted, skinned, with pinbone on","Fresh, filleted, skinned, with pinbone on",2.55,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Brosme brosme","Fresh","filleted, with skin and bones on","Fresh, filleted, with skin and bones on",2.55,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Brosme brosme","Fresh","gutted","Fresh, gutted",1.11,"Faroe Islands","FRO","FO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Fresh","gutted","Fresh, gutted",1.13,"Ireland","IRL","IE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Fresh","gutted","Fresh, gutted",1.13,"Spain","ESP","ES","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Fresh","gutted","Fresh, gutted",1.13,"UK","GBR","GB","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Fresh","gutted","Fresh, gutted",1.14,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Brosme brosme","Fresh","gutted","Fresh, gutted",1.17,"France","FRA","FR","EU","national CF","","EU Council Regulations Annex",2
"Brosme brosme","Fresh","gutted","Fresh, gutted",1.17,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Fresh","gutted","Fresh, gutted",1.18,"Netherlands","NLD","NL","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Fresh","gutted","Fresh, gutted",1.2,"Canada","CAN","CA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Fresh","gutted","Fresh, gutted",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Fresh","gutted","Fresh, gutted",1.2,"Portugal","PRT","PT","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Fresh","gutted and headed","Fresh, gutted and headed",1.4,"France","FRA","FR","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Fresh","gutted and headed","Fresh, gutted and headed",1.4,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",2
"Brosme brosme","Fresh","gutted and headed","Fresh, gutted and headed",1.4,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Fresh","gutted and headed","Fresh, gutted and headed",1.4,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Brosme brosme","Fresh","gutted and headed","Fresh, gutted and headed",1.4,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Brosme brosme","Fresh","whole","Fresh, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Brosme brosme","Frozen","filleted","Frozen, filleted",2.55,"Poland","POL","PL","EU","national CF","","EU Council Regulations Annex",1
"Brosme brosme","Frozen","filleted","Frozen, filleted",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Brosme brosme","Frozen","filleted, skinned","Frozen, filleted, skinned",2.3,"Germany","DEU","DE","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Frozen","filleted, skinned","Frozen, filleted, skinned",2.7,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Brosme brosme","Frozen","filleted, skinned, with pinbone on","Frozen, filleted, skinned, with pinbone on",2.3,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",1
"Brosme brosme","Frozen","gutted","Frozen, gutted",1.11,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",2
"Brosme brosme","Frozen","gutted","Frozen, gutted",1.11,"Greenland","GRL","GL","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Frozen","gutted","Frozen, gutted",1.13,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Brosme brosme","Frozen","gutted","Frozen, gutted",1.13,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",2
"Brosme brosme","Frozen","gutted","Frozen, gutted",1.2,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Frozen","gutted","Frozen, gutted",1.2,"Portugal","PRT","PT","EU","national CF","","EU Council Regulations Annex",1
"Brosme brosme","Frozen","gutted and headed","Frozen, gutted and headed",1.4,"Germany","DEU","DE","EU","national CF","","EU Council Regulations Annex",2
"Brosme brosme","Frozen","gutted and headed","Frozen, gutted and headed",1.4,"Norway","NOR","NO","European, non-EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Brosme brosme","Frozen","gutted and headed","Frozen, gutted and headed",1.4,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Brosme brosme","Frozen","whole","Frozen, whole",1,"EU","EU","EU","EU","EU-wide CF","","EU Council Regulations Annex",1
"Brosme brosme","Frozen","whole","Frozen, whole",1,"Spain","ESP","ES","EU","national CF","","EU Council Regulations Annex",1
"Brosme brosme","Frozen","whole","Frozen, whole",1,"United Kingdom","GBR","GB","European, non-EU","national CF","","EU Council Regulations Annex",1
"Callorhinchus capensis","Fresh","gutted and headed","Fresh, gutted and headed",2,"South Africa","ZAF","ZA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Callorhinchus capensis","Frozen","gutted and headed","Frozen, gutted and headed",2,"South Africa","ZAF","ZA","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Callorhinchus spp","Frozen","filleted, skinned","Frozen, filleted, skinned",2.85,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Callorhinchus spp","Frozen","gutted","Frozen, gutted",1.1,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Callorhinchus spp","Frozen","gutted and headed","Frozen, gutted and headed",2.3,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Callorhinchus spp","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",2.3,"New Zealand","NZL","NZ","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Caranx rhonchus","Frozen","gutted, headed, tail off","Frozen, gutted, headed, tail off",1.4,"Romania","ROU","RO","EU","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Caranx spp","Fresh","gutted","Fresh, gutted",1.1,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Caranx spp","Frozen","filleted, skinned","Frozen, filleted, skinned",2,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Caranx spp","Frozen","gutted","Frozen, gutted",1.1,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Caranx spp","Frozen","gutted and headed","Frozen, gutted and headed",1.25,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
"Carcharhinidae","Fresh","gutted","Fresh, gutted",1.1,"Mexico","MEX","MX","other","national CF","","FAO 2000. Conversion Factors: Landed weight to live weight. Fisheries Circular no. 847 revision 1. ",1
