species,fishreg,unit,geo\time	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 
AHH,37,TLW,EU27_2020	: 	5.9103 	5.9463 	8.1714 	5.2008 	6.3554 	9.35 	7.36 	14.25 	0.82 	1.08 	0.82 	0.67 	0 	: 	: 	: 	: 	: 	: 
AHH,37,TLW,EU28	: 	5.9103 	5.946 	8.171 	5.2008 	6.355 	9.35 	7.36 	14.25 	0.82 	1.08 	0.82 	0.67 	0 	: 	: 	: 	: 	: 	: 
AHH,37,TLW,HR	2.8926 	5.2 	5.95 	8.1714 	5.2008 	6.3454 	9.35 	6.23 	12.74 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AHH,37,TLW,IT	0 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AHH,37,TLW,SI	0 	0 n	: 	0 	0 	0 	0 	1.13 	1.51 	0.82 	1.08 	0.82 	0.67 	0 	: 	: 	: 	: 	: 	: 
AHN,0,TLW,ES	: 	0 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AHN,0,TLW,EU27_2020	: 	5.55 	1.38 	3.42 	0.92 	0.99 	0.7808 	0.5813 	1.069 	1 	1.03 	1.01 	1 	0.81 	2.01 	3 	2 	1 	2 	4 
AHN,0,TLW,EU28	: 	5.55 	1.38 	3.42 	0.92 	0.99 	0.7808 	0.5813 	1.069 	1 	1.03 	1.01 	1 	0.81 	2.01 	3 	2 	1 	2 	4 
AHN,0,TLW,PT	: 	5.55 	1.38 	3.42 	0.92 	0.99 	0.7808 	0.5813 	1.069 	1 	1.03 	1.01 	1 	0.81 	2.01 	3 	2 	1 	2 	4 
AHN,27,TLW,EU27_2020	: 	5.55 	1.38 	3.42 	0.92 	0.99 	0.7808 	0.5813 	1.069 	1 	1.01 	1 	1 	0.71 	2 	3 	2 	1 	2 	4 
AHN,27,TLW,EU28	: 	5.55 	1.38 	3.42 	0.92 	0.99 	0.7808 	0.5813 	1.069 	1 	1.01 	1 	1 	0.71 	2 	3 	2 	1 	2 	4 
AHN,27,TLW,PT	: 	5.55 	1.38 	3.42 	0.92 	0.99 	0.7808 	0.5813 	1.069 	1 	1.01 	1 	1 	0.71 	2 	3 	2 	1 	2 	4 
AHN,34,TLW,ES	: 	0 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AHN,34,TLW,EU27_2020	: 	0 	: 	0 	0 	: 	: 	: 	: 	: 	0.02 	0.01 	: 	0.1 	0.01 	: 	: 	: 	: 	: 
AHN,34,TLW,EU28	: 	0 	: 	0 	0 	: 	: 	: 	: 	: 	0.02 	0.01 	: 	0.1 	0.01 	: 	: 	: 	: 	: 
AHN,34,TLW,PT	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.02 	0.01 	: 	0.1 	0.01 	: 	: 	: 	: 	: 
AJH,0,TLW,EU27_2020	: 	0.6506 	0.7295 	0.7433 	0.9392 	0.9955 	1.1 	1.33 	1.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AJH,0,TLW,EU28	: 	0.6506 	0.73 	0.743 	0.9392 	0.996 	1.1 	1.33 	1.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AJH,0,TLW,HR	0.5541 	0.651 	0.73 	0.7433 	0.9392 	0.9955 	1.1 	1.33 	1.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AJH,37,TLW,EU27_2020	: 	0.6506 	0.7295 	0.7433 	0.9392 	0.9955 	1.1 	1.33 	1.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AJH,37,TLW,EU28	: 	0.6506 	0.73 	0.743 	0.9392 	0.996 	1.1 	1.33 	1.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AJH,37,TLW,HR	0.5541 	0.651 	0.73 	0.7433 	0.9392 	0.9955 	1.1 	1.33 	1.06 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AJQ,0,TLW,EU28	: 	: 	: 	0.162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AJQ,0,TLW,UK	: 	: 	: 	0.1622 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AJQ,27,TLW,EU28	: 	: 	: 	0.162 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AJQ,27,TLW,UK	: 	: 	: 	0.1622 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AKJ,0,TLW,ES	: 	: 	0 	0.02 	0 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AKJ,0,TLW,EU27_2020	: 	: 	0 	0.02 	0 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AKJ,0,TLW,EU28	: 	: 	0 	0.02 	0 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AKJ,27,TLW,ES	: 	: 	0 	0.02 	0 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AKJ,27,TLW,EU27_2020	: 	: 	0 	0.02 	0 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AKJ,27,TLW,EU28	: 	: 	0 	0.02 	0 	0.02 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AKL,0,TLW,ES	: 	0.01 	0 	0 	0 	0.01 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AKL,0,TLW,EU27_2020	: 	0.01 	0 	0 	0 	0.01 	0.02 	0.3235 	0.03 	: 	0.01 	: 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 
AKL,0,TLW,EU28	: 	0.01 	0 	0 	0 	0.01 	0.02 	0.3235 	0.03 	: 	0.01 	: 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 
AKL,0,TLW,PT	: 	: 	: 	: 	: 	: 	: 	0.3235 	0.03 	: 	0.01 	: 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 
AKL,27,TLW,ES	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AKL,27,TLW,EU27_2020	: 	0 	: 	: 	: 	: 	: 	0.312 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AKL,27,TLW,EU28	: 	0 	: 	: 	: 	: 	: 	0.312 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AKL,27,TLW,PT	: 	: 	: 	: 	: 	: 	: 	0.312 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AKL,34,TLW,ES	: 	0.01 	0 	0 	0 	0.01 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
AKL,34,TLW,EU27_2020	: 	0.01 	0 	0 	0 	0.01 	0.02 	0.0115 	0.03 	: 	0.01 	: 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 
AKL,34,TLW,EU28	: 	0.01 	0 	0 	0 	0.01 	0.02 	0.0115 	0.03 	: 	0.01 	: 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 
AKL,34,TLW,PT	: 	: 	: 	: 	: 	: 	: 	0.0115 	0.03 	: 	0.01 	: 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 
ALA,0,TLW,ES	: 	15.29 	13.07 	7.91 	5.72 	9.81 	7.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALA,0,TLW,EU27_2020	: 	15.29 	13.07 	7.91 	5.72 	9.81 	14.374 	9.828 	30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALA,0,TLW,EU28	: 	15.29 	13.07 	7.91 	5.72 	9.81 	14.374 	9.828 	30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALA,0,TLW,LT	: 	: 	: 	: 	: 	: 	6.984 	9.828 	30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALA,34,TLW,ES	: 	10.03 	8.57 	1.54 	2.7 	1.4 	7.39 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALA,34,TLW,EU27_2020	: 	10.03 	8.57 	1.54 	2.7 	1.4 	14.374 	9.828 	30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALA,34,TLW,EU28	: 	10.03 	8.57 	1.54 	2.7 	1.4 	14.374 	9.828 	30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALA,34,TLW,LT	: 	: 	: 	: 	: 	: 	6.984 	9.828 	30 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALA,37,TLW,ES	: 	5.26 	4.5 	6.37 	3.02 	8.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALA,37,TLW,EU27_2020	: 	5.26 	4.5 	6.37 	3.02 	8.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALA,37,TLW,EU28	: 	5.26 	4.5 	6.37 	3.02 	8.41 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALB,0,TLW,CY	: 	628.317 	570.891 	573.1 	511.385 	397.817 	359.1 	317.5316 	243.2 	231.2 	240.2 	240 	620.1 	506.8 	394.9 	250 	30 	12 	0 	6 
ALB,0,TLW,EL	286.37 p	545.4 	638.89 	1229.71 	520.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1840 	1786 
ALB,0,TLW,ES	0.7948 	15837.3313 	14359.71 	16840.4906 	14526.68 	11705.89 	10960.33 	9374.04 	8528.04 	13248.02 	9745.33 	15190.73 	15024.51 	23730.23 	82467 	14328.2 	14010.5 	11644.01 	14168 	16718 
ALB,0,TLW,EU27_2020	: 	: c	26590.0087 	28046.9104 	24560.7442 	27827.9725 	21084.6849 	21247.6728 	20182.5505 	18080.33 	16843.38 	21382.6 	23786.22 	36239.66 	94004.32 	17720.26 	27081.5 	23978.01 	28858.6 	32812.02 
ALB,0,TLW,EU28	: 	: c	26590.323 	28048.521 	24594.0308 	27966.82 	21224.8549 	21304.3728 	20241.1505 	18199.83 	16919.38 	21448.61 	23830.84 	36266.01 	94005.32 	17720.26 	27081.5 	23978.01 	28860.6 	32826.02 
ALB,0,TLW,FR	352.346 p	6122.542 p	4581.592 	4391.986 	4013.25 	6993.65 	6247.93 	5304.5 	4208.92 	1660.6 	1661.62 	1579 	3309.6 	6727.11 	8172.4 	2636.01 	4344 	4539 	7024 	6448 
ALB,0,TLW,HR	0.9812 	1.711 	1.93 	6.6608 	11.5752 	29.584 	20.28 	11.83 	6.97 	1.9 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALB,0,TLW,IE	: 	: c	2490.78 	2324.349 	2366.983 	2484.6875 	2231.414 	3671.866 	3597.38 	786.21 	1997.3 	1522 	556.6 	521.6 	283 	175.01 	756 	1324 	2085 	3464.01 
ALB,0,TLW,IT	1320.1 p	1044.1 p	1363.7 	1491.1 	1630.2 	1353.1 	615.3 	1153.6 	2503.9 	1876.9 	2834.2 	2142.1 	4091.8 	4603 	2445 	28 	6973 	4071 	2882 	3630 
ALB,0,TLW,MT	75.128 	103.601 	3.22 	56.354 	37.181 	62.024 	29.098 	18.5742 	4.94 	2.5 	1.4 	4.7 	1.5 	14.5 	0 	0 	0 	2 	0 	4 
ALB,0,TLW,NL	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALB,0,TLW,PT	2382.82 	510.14 	2579.29 	1133.16 	943.42 	4801.22 	621.233 	1395.731 	1083.2005 	273 	363.03 	704.07 	182.11 	136.42 	242.02 	303.04 	968 	2386 	859.6 	756.01 
ALB,0,TLW,TR	4.4 	37.8 	44 	25.2 	53.4 	0.3 	70.6 	61.7 	1395.7 	804 	1262 	416 	1704 	73 	30 	27 	0 	0 	0 	0 
ALB,0,TLW,UK	1.2795 	1.031 	3.063 	1.6105 	33.2866 	138.8477 	140.17 	56.7 	58.6 	119.5 	76 	66.01 	44.62 	26.35 	1 	0 	0 	0 	2 	14 
ALB,21,TLW,ES	0.7948 	0.0413 	0.29 	0.1006 	1.12 	1.94 	0.74 	0.38 	0.1 	0.22 	: 	1.71 	: 	0.63 	0 	: 	: 	: 	: 	: 
ALB,21,TLW,EU27_2020	: 	0.0413 	0.29 	0.1006 	1.12 	1.94 	0.74 	0.38 	2.2 	0.22 	: 	1.71 	: 	0.63 	0 	: 	: 	: 	: 	: 
ALB,21,TLW,EU28	: 	0.0413 	0.292 	0.101 	1.12 	1.94 	0.74 	0.38 	2.2 	0.22 	: 	1.71 	: 	0.63 	0 	: 	: 	: 	: 	: 
ALB,21,TLW,PT	0.08 	: 	: 	: 	: 	: 	: 	: 	2.1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALB,27,TLW,ES	: 	14891.11 	11573.61 	11569.94 	11196.33 	8967.44 	9464.68 	7499.67 	7473.2 	12436.5 	9056.41 	13587.01 	14197 	22835.2 	24604 	11392 	11729 	9077.01 	11230 	15512 
ALB,27,TLW,EU27_2020	: 	: c	18590.637 	18051.737 	17065.193 	18526.5875 	17714.3997 	16902.2571 	15666.3205 	14580.71 	12395.72 	15908.02 	17367.25 	28929.6 	33184 	14243.03 	16167 	14519.01 	19716 	25307.02 
ALB,27,TLW,EU28	: 	: c	18590.642 	18051.795 	17096.2016 	18662.286 	17847.7719 	16952.3571 	15723.8205 	14698.31 	12461.42 	15957.02 	17396.87 	28947.65 	33185 	14243.03 	16167 	14519.01 	19718 	25321.02 
ALB,27,TLW,FR	: 	5791.751 p	4163.805 	4140.188 	3433.94 	6704.21 	5595.86 	4489.79 	3583.33 	1297 	1289 	311 	2574.6 	5529.1 	8172 	2539.01 	3672 	4326 	6348 	6075 
ALB,27,TLW,IE	: 	: c	2490.78 	2324.349 	2366.983 	2484.6875 	2231.414 	3671.866 	3597.38 	786.21 	1997.3 	1522 	556.6 	521.6 	283 	175.01 	756 	1087 	2085 	3464.01 
ALB,27,TLW,NL	: 	: 	: 	: 	: 	: 	: 	: 	6 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALB,27,TLW,PT	: 	475.16 	362.44 	17.26 	67.94 	370.25 	422.4457 	1240.9311 	1006.4105 	61 	53.01 	488.01 	39.05 	43.7 	125 	137.01 	10 	29 	53 	256.01 
ALB,27,TLW,UK	: 	: 	0.005 	0.0575 	31.0086 	135.6981 	133.3722 	50.1 	57.5 	117.6 	65.7 	49 	29.62 	18.05 	1 	0 	0 	0 	2 	14 
ALB,34,TLW,ES	: 	800.69 	2440.86 	5106.79 	3021.47 	2224.31 	1017.72 	1188.23 	575.25 	360.9 	69.61 	828.01 	277.41 	474.8 	: 	2773.4 	1312 	1114 	1509 	240 
ALB,34,TLW,EU27_2020	: 	850.742 p	4739.43 	6251.35 	3944.6 	6668.74 	1288.519 	1464.4634 	638.64 	521.1 	187.23 	1033.42 	400.45 	897.51 	88.02 	2958.42 	1918 	3293 	2290 	277 
ALB,34,TLW,EU28	: 	850.742 p	4739.43 	6251.35 	3944.6 	6668.74 	1288.519 	1464.4634 	638.64 	521.1 	188.13 	1033.43 	400.45 	897.51 	88.02 	2958.42 	1918 	3293 	2290 	277 
ALB,34,TLW,FR	54 p	26.732 p	97 	50 	59 	44.6 	83.6 	157.9 	45.6 	109.2 	59.6 	50.4 	11 	347 	: 	19 	63 	18 	16 	23 
ALB,34,TLW,IE	: 	: 	: 	: 	: 	0 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	237 	0 	0 
ALB,34,TLW,PT	2378.51 	23.32 	2201.57 	1094.56 	864.13 	4399.83 	187.199 	118.3334 	17.79 	51 	58.02 	155.01 	112.04 	75.71 	88.02 	166.02 	543 	1924 	765 	14 
ALB,34,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.9 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 
ALB,37,TLW,CY	: 	628.317 	570.891 	573.1 	511.385 	397.817 	359.1 	317.5316 	243.2 	231.2 	240.2 	240 	620.1 	506.8 	394.9 	250 	30 	12 	0 	6 
ALB,37,TLW,EL	286.37 p	545.4 	638.89 	1229.71 	520.07 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1840 	1786 
ALB,37,TLW,ES	: 	79.35 	217.37 	67.18 	58.88 	297.55 	256.14 	422.01 	356.48 	356.9 	220.51 	191 	211 	204.7 	68.4 	32.9 	1 	209 	200 	152 
ALB,37,TLW,EU27_2020	: 	2406.3063 p	2781.5997 	3425.4028 	2742.5912 	2157.435 	1280.328 	1924.8958 	3117.99 	2469.4 	3261.53 	2533.2 	4921.3 	5310.02 	2894.7 	283.91 	6943 	4256 	4866 	5578 
ALB,37,TLW,EU28	: 	2406.3063 p	2781.6 	3425.403 	2742.5912 	2157.435 	1280.328 	1924.8958 	3117.99 	2469.4 	3261.53 	2533.2 	4921.3 	5310.02 	2894.7 	283.91 	6943 	4256 	4866 	5578 
ALB,37,TLW,FR	15.007 p	3.827 p	0.895 	1.298 	1.2 	0.64 	0.41 	1.35 	2.5 	: 	0.02 	: 	: 	0.01 	0.4 	1 	0 	1 	0 	0 
ALB,37,TLW,HR	0.9812 	1.711 	1.93 	6.6608 	11.5752 	29.584 	20.28 	11.83 	6.97 	1.9 	0.3 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALB,37,TLW,IT	1287.1 p	1044.1 p	1348.4 	1491.1 	1602.3 	1353.1 	615.3 	1153.6 	2503.9 	1876.9 	2799.1 	2097.5 	4088.7 	4584 	2431 	0 	6912 	4032 	2826 	3630 
ALB,37,TLW,MT	75.128 	103.601 	3.22 	56.354 	37.181 	62.024 	29.098 	18.5742 	4.94 	2.5 	1.4 	4.7 	1.5 	14.5 	0 	0 	0 	2 	0 	4 
ALB,37,TLW,PT	: 	: 	: 	: 	: 	16.72 	: 	: 	: 	: 	: 	: 	: 	0.01 	: 	0.01 	: 	: 	: 	: 
ALB,37,TLW,TR	4.4 	37.8 	44 	25.2 	53.4 	0.3 	70.6 	61.7 	1395.7 	804 	1262 	416 	1704 	73 	30 	27 	0 	0 	0 	0 
ALB,41,TLW,ES	: 	60.07 	: 	43.13 	55.96 	72.76 	39.83 	72.02 	55.72 	65.4 	370.3 	253 	170.7 	49.8 	57784.6 	24.9 	92.4 	91 	153 	0 
ALB,41,TLW,EU27_2020	: 	70.54 	9.37 	46.86 	56.72 	80.73 	41.4599 	87.0191 	100.42 	181.4 	535.3 	295.03 	175.71 	56.3 	57797.6 	24.9 	92.4 	91 	153.6 	0 
ALB,41,TLW,EU28	: 	70.54 	9.37 	46.86 	56.72 	80.73 	41.4599 	87.0191 	100.42 	181.4 	535.3 	298.03 	176.71 	58.4 	57797.6 	24.9 	92.4 	91 	153.6 	0 
ALB,41,TLW,FR	: 	: 	: 	: 	: 	1 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALB,41,TLW,PT	2.28 	10.47 	9.37 	3.73 	0.76 	6.97 	1.6299 	14.9991 	44.7 	116 	165 	42.03 	5.01 	6.5 	13 	: 	: 	: 	0.6 	0 
ALB,41,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	3 	1 	2.1 	0 	0 	0 	0 	0 	0 
ALB,47,TLW,ES	: 	1.33 	: 	4.1 	: 	: 	18.19 	5.69 	17.41 	13.7 	6.9 	114 	107.7 	1.8 	: 	: 	376 	836 	573 	282 
ALB,47,TLW,EU27_2020	: 	1.74 	: 	17.1 	3.99 	4.77 	21.3654 	14.0841 	25.01 	40.7 	93.9 	127.02 	110.71 	3.4 	16 	: 	791 	1269 	614 	768 
ALB,47,TLW,EU28	: 	1.74 	: 	17.1 	3.99 	4.77 	21.3654 	14.0841 	25.01 	40.7 	94.8 	131.02 	114.71 	3.4 	16 	: 	791 	1269 	614 	768 
ALB,47,TLW,FR	1 p	: 	: 	8 	: 	1 	1.9 	2.8 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALB,47,TLW,PT	0.41 	0.41 	: 	5 	3.99 	3.77 	1.2754 	5.5941 	4.6 	27 	87 	13.02 	3.01 	1.6 	16 	: 	415 	433 	41 	486 
ALB,47,TLW,UK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.9 	4 	4 	: 	: 	: 	: 	: 	: 	: 
ALB,51,TLW,ES	: 	4.74 	127.58 	49.25 	192.92 	141.89 	163.03 	186.04 	49.88 	14.4 	21.6 	216 	60.7 	163.3 	10 	105 	500.1 	317 	503 	532 
ALB,51,TLW,EU27_2020	: 	305.752 p	468.682 	254.36 	746.53 	387.77 	737.873 	854.5732 	631.97 	286.8 	369.7 	1484.2 	810.8 	1042.2 	24 	210 	1170.1 	550 	1219 	882 
ALB,51,TLW,EU28	: 	306.783 p	468.99 	255.913 	748.808 	390.92 	744.6708 	861.1732 	633.07 	288.7 	378.2 	1494.2 	820.8 	1048.4 	24 	210 	1170.1 	550 	1219 	882 
ALB,51,TLW,FR	282.339 p	300.232 p	319.892 	192.5 	519.11 	242.2 	566.16 	652.66 	574.49 	254.4 	313 	1217.6 	724 	851 	: 	77 	609 	194 	660 	350 
ALB,51,TLW,IT	33 p	: 	15.3 	: 	27.9 	: 	: 	: 	: 	: 	35.1 	44.6 	3.1 	19 	14 	28 	61 	39 	56 	: 
ALB,51,TLW,PT	1.54 	0.78 	5.91 	12.61 	6.6 	3.68 	8.683 	15.8732 	7.6 	18 	: 	6 	23 	8.9 	: 	: 	: 	: 	0 	0 
ALB,51,TLW,UK	1.2795 	1.031 	3.058 	1.553 	2.278 	3.1496 	6.7978 	6.6 	1.1 	1.9 	8.5 	10 	10 	6.2 	: 	: 	: 	: 	: 	: 
ALC,0,TLW,DE	0 	1 	0.41 p	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	2 	12 
ALC,0,TLW,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	22 	43 	259 	154 	0 
ALC,0,TLW,ES	: 	400.18 	482.43 	399.59 	228.09 	488.95 	650.99 	884.49 	1504.14 	1568.39 	1516 	1845.02 	: 	478.1 	195.6 	6926 	9258 	0 	0 	0 
ALC,0,TLW,EU27_2020	: 	401.18 	482.8408 p	399.59 	245.3 	504.01 	678.405 	931.1476 	1504.14 	1568.39 	1516.01 	1869.83 	206.02 	806.11 	932.6 	7494 	9664 	259 	616 	12 
ALC,0,TLW,EU28	: 	401.18 	482.877 p	399.59 	245.3 	504.013 	678.405 	931.1476 	1504.14 	1568.39 	1516.01 	1869.83 	206.02 	876.13 	932.6 	7494 	9664 	259 	616 	12 
ALC,0,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
ALC,0,TLW,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	2 	0 	0 	0 
ALC,0,TLW,IS	: 	5 p	14 p	21 e	5 e	14 e	34 e	20 e	13 e	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
ALC,0,TLW,IT	0 p	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALC,0,TLW,LT	: 	: 	: 	: 	: 	: 	: 	28.436 	: 	: 	: 	24.8 	206 	328 	737 	546 	242 	0 	460 	0 
ALC,0,TLW,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	119 	0 	0 	0 
ALC,0,TLW,PT	: 	: 	: 	: 	17.21 	15.06 	27.415 	18.2216 	: 	: 	0.01 	0.01 	0.02 	0.01 	: 	: 	: 	: 	: 	: 
ALC,0,TLW,UK	: 	: 	0.036 	: 	: 	0.0033 	: 	: 	: 	: 	: 	: 	: 	70.02 	: 	: 	: 	: 	: 	: 
ALC,21,TLW,DE	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
ALC,21,TLW,ES	: 	: 	0.46 	: 	: 	: 	1.3 	0.33 	0.54 	1.39 	: 	0.02 	: 	162.4 	38.6 	0 	1 	: 	: 	: 
ALC,21,TLW,EU27_2020	: 	: 	0.46 	: 	: 	: 	1.3 	0.33 	0.54 	1.39 	: 	0.02 	: 	162.4 	38.6 	0 	1 	: 	: 	: 
ALC,21,TLW,EU28	: 	: 	0.461 	: 	: 	: 	1.3 	0.33 	0.54 	1.39 	: 	0.02 	: 	162.4 	38.6 	0 	1 	: 	: 	: 
ALC,27,TLW,DE	: 	1 	0.41 p	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	2 	12 
ALC,27,TLW,EE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	22 	43 	259 	154 	0 
ALC,27,TLW,ES	: 	400.18 	481.97 	399.59 	228.09 	488.95 	649.69 	884.16 	1503.6 	1567 	1516 	1845 	: 	315.7 	157 	6926 	9257 	0 	0 	0 
ALC,27,TLW,EU27_2020	: 	401.18 	482.3808 p	399.59 	245.3 	504.01 	677.105 	930.8141 	1503.6 	1567 	1516 	1869.8 	206.01 	643.7 	894 	7494 	9663 	259 	616 	12 
ALC,27,TLW,EU28	: 	401.18 	482.416 p	399.59 	245.3 	504.013 	677.105 	930.8141 	1503.6 	1567 	1516 	1869.8 	206.01 	713.72 	894 	7494 	9663 	259 	616 	12 
ALC,27,TLW,FR	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
ALC,27,TLW,IE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	2 	0 	0 	0 
ALC,27,TLW,IS	: 	5 p	14 p	21 e	5 e	14 e	34 e	20 e	13 e	: 	: 	: 	: 	: 	0 	0 	0 	0 	0 	0 
ALC,27,TLW,LT	: 	: 	: 	: 	: 	: 	: 	28.436 	: 	: 	: 	24.8 	206 	328 	737 	546 	242 	0 	460 	0 
ALC,27,TLW,PL	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	0 	119 	0 	0 	0 
ALC,27,TLW,PT	: 	: 	: 	: 	17.21 	15.06 	27.415 	18.2181 	: 	: 	: 	: 	0.01 	: 	: 	: 	: 	: 	: 	: 
ALC,27,TLW,UK	: 	: 	0.036 	: 	: 	0.0033 	: 	: 	: 	: 	: 	: 	: 	70.02 	: 	: 	: 	: 	: 	: 
ALC,34,TLW,EU27_2020	: 	: 	: 	: 	: 	: 	: 	0.0035 	: 	: 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 
ALC,34,TLW,EU28	: 	: 	: 	: 	: 	: 	: 	0.0035 	: 	: 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 
ALC,34,TLW,PT	: 	: 	: 	: 	: 	: 	: 	0.0035 	: 	: 	0.01 	0.01 	0.01 	0.01 	: 	: 	: 	: 	: 	: 
